item_id,order_id,prod_id,qty,mrp,discount_amount,selling_price,cogs
ITEM_0002732,ORD_001884,PRD_0097,1,3530.0,1235.5,2294.5,1817.16
ITEM_0002733,ORD_001885,PRD_0074,1,2670.0,1014.6,1655.4,1213.94
ITEM_0002734,ORD_001885,PRD_0049,1,2230.0,379.1,1850.9,1136.51
ITEM_0002735,ORD_001886,PRD_0020,1,1870.0,673.2,1196.8,927.63
ITEM_0002736,ORD_001886,PRD_0003,1,2390.0,406.3,1983.7,1084.85
ITEM_0002737,ORD_001887,PRD_0078,1,4290.0,1115.4,3174.6,2082.52
ITEM_0002738,ORD_001888,PRD_0004,1,1730.0,328.7,1401.3,869.03
ITEM_0002739,ORD_001888,PRD_0056,1,2540.0,508.0,2032.0,1352.3
ITEM_0002740,ORD_001889,PRD_0128,1,1080.0,637.2,442.8,529.51
ITEM_0002741,ORD_001890,PRD_0127,1,810.0,315.9,494.1,342.35
ITEM_0002742,ORD_001890,PRD_0046,1,2160.0,907.2,1252.8,1165.04
ITEM_0002743,ORD_001891,PRD_0068,1,2080.0,707.2,1372.8,975.31
ITEM_0002744,ORD_001892,PRD_0099,1,4310.0,1551.6,2758.4,2160.98
ITEM_0002745,ORD_001893,PRD_0147,1,630.0,176.4,453.6,336.48
ITEM_0002746,ORD_001893,PRD_0143,1,790.0,150.1,639.9,374.12
ITEM_0002747,ORD_001894,PRD_0100,1,4070.0,854.7,3215.3,1991.62
ITEM_0002748,ORD_001895,PRD_0065,1,2590.0,958.3,1631.7,1265.43
ITEM_0002749,ORD_001896,PRD_0024,1,1170.0,421.2,748.8,639.91
ITEM_0002750,ORD_001896,PRD_0038,1,2080.0,832.0,1248.0,1062.9
ITEM_0002751,ORD_001897,PRD_0028,1,2880.0,720.0,2160.0,1304.06
ITEM_0002752,ORD_001898,PRD_0099,1,4310.0,1293.0,3017.0,2160.98
ITEM_0002753,ORD_001898,PRD_0149,1,930.0,186.0,744.0,442.31
ITEM_0002754,ORD_001899,PRD_0103,1,4700.0,2444.0,2256.0,2080.28
ITEM_0002755,ORD_001900,PRD_0127,1,810.0,186.3,623.7,342.35
ITEM_0002756,ORD_001901,PRD_0016,1,1540.0,415.8,1124.2,690.76
ITEM_0002757,ORD_001902,PRD_0075,1,1550.0,465.0,1085.0,673.01
ITEM_0002758,ORD_001903,PRD_0160,1,1600.0,320.0,1280.0,769.38
ITEM_0002759,ORD_001904,PRD_0083,1,1890.0,567.0,1323.0,983.94
ITEM_0002760,ORD_001905,PRD_0095,1,5420.0,1300.8,4119.2,2495.39
ITEM_0002761,ORD_001905,PRD_0090,1,2990.0,568.1,2421.9,1388.95
ITEM_0002762,ORD_001905,PRD_0076,1,1790.0,250.6,1539.4,761.26
ITEM_0002763,ORD_001906,PRD_0171,1,1720.0,602.0,1118.0,942.69
ITEM_0002764,ORD_001907,PRD_0096,1,5180.0,1502.2,3677.8,2567.53
ITEM_0002765,ORD_001908,PRD_0020,1,1870.0,411.4,1458.6,927.63
ITEM_0002766,ORD_001909,PRD_0156,1,2370.0,900.6,1469.4,1266.19
ITEM_0002767,ORD_001909,PRD_0153,1,840.0,310.8,529.2,447.68
ITEM_0002768,ORD_001910,PRD_0120,1,1960.0,823.2,1136.8,966.26
ITEM_0002769,ORD_001911,PRD_0130,1,540.0,280.8,259.2,238.86
ITEM_0002770,ORD_001911,PRD_0110,1,5250.0,3045.0,2205.0,2658.57
ITEM_0002771,ORD_001912,PRD_0040,1,2980.0,655.6,2324.4,1440.73
ITEM_0002772,ORD_001913,PRD_0004,1,1730.0,536.3,1193.7,869.03
ITEM_0002773,ORD_001914,PRD_0069,1,4200.0,2436.0,1764.0,2138.43
ITEM_0002774,ORD_001914,PRD_0116,1,3870.0,2283.3,1586.7,1833.96
ITEM_0002775,ORD_001915,PRD_0095,1,5420.0,2330.6,3089.4,2495.39
ITEM_0002776,ORD_001916,PRD_0158,1,790.0,142.2,647.8,424.73
ITEM_0002777,ORD_001917,PRD_0009,1,2450.0,465.5,1984.5,1254.99
ITEM_0002778,ORD_001918,PRD_0015,1,2810.0,533.9,2276.1,1375.3
ITEM_0002779,ORD_001919,PRD_0095,1,5420.0,1517.6,3902.4,2495.39
ITEM_0002780,ORD_001920,PRD_0147,1,630.0,365.4,264.6,336.48
ITEM_0002781,ORD_001921,PRD_0088,1,4150.0,996.0,3154.0,1812.07
ITEM_0002782,ORD_001922,PRD_0121,1,790.0,165.9,624.1,422.4
ITEM_0002783,ORD_001923,PRD_0159,1,1030.0,391.4,638.6,539.36
ITEM_0002784,ORD_001924,PRD_0161,1,1760.0,651.2,1108.8,832.47
ITEM_0002785,ORD_001924,PRD_0171,1,1720.0,258.0,1462.0,942.69
ITEM_0002786,ORD_001925,PRD_0106,1,5420.0,1680.2,3739.8,2494.8
ITEM_0002787,ORD_001925,PRD_0045,1,2290.0,618.3,1671.7,1183.55
ITEM_0002788,ORD_001926,PRD_0093,1,2900.0,1392.0,1508.0,1287.82
ITEM_0002789,ORD_001927,PRD_0140,1,530.0,84.8,445.2,289.8
ITEM_0002790,ORD_001928,PRD_0103,1,4700.0,611.0,4089.0,2080.28
ITEM_0002791,ORD_001929,PRD_0124,1,450.0,139.5,310.5,222.39
ITEM_0002792,ORD_001930,PRD_0116,1,3870.0,735.3,3134.7,1833.96
ITEM_0002793,ORD_001930,PRD_0177,1,1860.0,427.8,1432.2,989.85
ITEM_0002794,ORD_001931,PRD_0114,1,3470.0,1249.2,2220.8,1715.39
ITEM_0002795,ORD_001932,PRD_0059,1,2530.0,1087.9,1442.1,1330.78
ITEM_0002796,ORD_001932,PRD_0082,1,3280.0,1771.2,1508.8,1704.97
ITEM_0002797,ORD_001933,PRD_0128,1,1080.0,334.8,745.2,529.51
ITEM_0002798,ORD_001934,PRD_0034,1,1770.0,637.2,1132.8,757.68
ITEM_0002799,ORD_001935,PRD_0030,1,3020.0,875.8,2144.2,1652.42
ITEM_0002800,ORD_001936,PRD_0131,1,820.0,483.8,336.2,431.29
ITEM_0002801,ORD_001937,PRD_0168,1,2330.0,1048.5,1281.5,1110.87
ITEM_0002802,ORD_001938,PRD_0176,1,1270.0,165.1,1104.9,615.37
ITEM_0002803,ORD_001939,PRD_0102,1,2520.0,352.8,2167.2,1317.37
ITEM_0002804,ORD_001939,PRD_0036,1,1970.0,492.5,1477.5,869.83
ITEM_0002805,ORD_001940,PRD_0031,1,860.0,326.8,533.2,363.04
ITEM_0002806,ORD_001941,PRD_0002,1,1630.0,309.7,1320.3,849.55
ITEM_0002807,ORD_001942,PRD_0004,1,1730.0,570.9,1159.1,869.03
ITEM_0002808,ORD_001943,PRD_0172,1,1160.0,429.2,730.8,512.1
ITEM_0002809,ORD_001943,PRD_0150,1,1140.0,387.6,752.4,558.81
ITEM_0002810,ORD_001943,PRD_0038,1,2080.0,436.8,1643.2,1062.9
ITEM_0002811,ORD_001944,PRD_0094,1,2510.0,1305.2,1204.8,1080.08
ITEM_0002812,ORD_001944,PRD_0029,1,1130.0,610.2,519.8,570.65
ITEM_0002813,ORD_001945,PRD_0055,1,2660.0,505.4,2154.6,1140.18
ITEM_0002814,ORD_001945,PRD_0081,1,3580.0,895.0,2685.0,1581.97
ITEM_0002815,ORD_001945,PRD_0073,1,3880.0,1047.6,2832.4,1937.5
ITEM_0002816,ORD_001946,PRD_0040,1,2980.0,655.6,2324.4,1440.73
ITEM_0002817,ORD_001946,PRD_0171,1,1720.0,533.2,1186.8,942.69
ITEM_0002818,ORD_001947,PRD_0106,1,5420.0,1626.0,3794.0,2494.8
ITEM_0002819,ORD_001948,PRD_0048,1,2550.0,586.5,1963.5,1218.49
ITEM_0002820,ORD_001949,PRD_0035,1,870.0,243.6,626.4,444.13
ITEM_0002821,ORD_001950,PRD_0098,1,5210.0,2552.9,2657.1,2362.66
ITEM_0002822,ORD_001951,PRD_0130,1,540.0,302.4,237.6,238.86
ITEM_0002823,ORD_001951,PRD_0023,1,2420.0,1089.0,1331.0,1145.42
ITEM_0002824,ORD_001952,PRD_0113,1,2720.0,870.4,1849.6,1169.52
ITEM_0002825,ORD_001953,PRD_0077,1,4420.0,1591.2,2828.8,2156.37
ITEM_0002826,ORD_001954,PRD_0051,1,1690.0,540.8,1149.2,797.32
ITEM_0002827,ORD_001954,PRD_0031,1,860.0,301.0,559.0,363.04
ITEM_0002828,ORD_001955,PRD_0046,1,2160.0,1101.6,1058.4,1165.04
ITEM_0002829,ORD_001956,PRD_0041,1,2140.0,984.4,1155.6,1125.76
ITEM_0002830,ORD_001957,PRD_0125,1,1110.0,410.7,699.3,474.27
ITEM_0002831,ORD_001958,PRD_0065,1,2590.0,1061.9,1528.1,1265.43
ITEM_0002832,ORD_001959,PRD_0152,1,1060.0,296.8,763.2,543.66
ITEM_0002833,ORD_001959,PRD_0008,1,1460.0,452.6,1007.4,615.71
ITEM_0002834,ORD_001960,PRD_0099,1,4310.0,2499.8,1810.2,2160.98
ITEM_0002835,ORD_001960,PRD_0174,1,1810.0,832.6,977.4,888.77
ITEM_0002836,ORD_001961,PRD_0050,1,1700.0,340.0,1360.0,720.35
ITEM_0002837,ORD_001961,PRD_0134,1,750.0,157.5,592.5,329.66
ITEM_0002838,ORD_001962,PRD_0081,1,3580.0,1253.0,2327.0,1581.97
ITEM_0002839,ORD_001963,PRD_0039,1,950.0,123.5,826.5,457.78
ITEM_0002840,ORD_001964,PRD_0102,1,2520.0,630.0,1890.0,1317.37
ITEM_0002841,ORD_001964,PRD_0095,1,5420.0,1734.4,3685.6,2495.39
ITEM_0002842,ORD_001964,PRD_0104,1,3200.0,640.0,2560.0,1358.82
ITEM_0002843,ORD_001965,PRD_0142,1,450.0,153.0,297.0,228.94
ITEM_0002844,ORD_001966,PRD_0029,1,1130.0,644.1,485.9,570.65
ITEM_0002845,ORD_001966,PRD_0082,1,3280.0,1935.2,1344.8,1704.97
ITEM_0002846,ORD_001967,PRD_0063,1,2470.0,889.2,1580.8,1193.67
ITEM_0002847,ORD_001967,PRD_0080,1,4360.0,2398.0,1962.0,2190.12
ITEM_0002848,ORD_001967,PRD_0032,1,2410.0,1060.4,1349.6,1182.23
ITEM_0002849,ORD_001968,PRD_0078,1,4290.0,1158.3,3131.7,2082.52
ITEM_0002850,ORD_001969,PRD_0132,1,760.0,266.0,494.0,355.44
ITEM_0002851,ORD_001970,PRD_0090,1,2990.0,897.0,2093.0,1388.95
ITEM_0002852,ORD_001971,PRD_0150,1,1140.0,456.0,684.0,558.81
ITEM_0002853,ORD_001971,PRD_0163,1,1570.0,722.2,847.8,753.97
ITEM_0002854,ORD_001971,PRD_0001,1,3100.0,1767.0,1333.0,1481.52
ITEM_0002855,ORD_001972,PRD_0024,1,1170.0,210.6,959.4,639.91
ITEM_0002856,ORD_001972,PRD_0049,1,2230.0,713.6,1516.4,1136.51
ITEM_0002857,ORD_001973,PRD_0132,1,760.0,258.4,501.6,355.44
ITEM_0002858,ORD_001974,PRD_0045,1,2290.0,1374.0,916.0,1183.55
ITEM_0002859,ORD_001974,PRD_0156,1,2370.0,948.0,1422.0,1266.19
ITEM_0002860,ORD_001974,PRD_0022,1,2800.0,1316.0,1484.0,1494.75
ITEM_0002861,ORD_001975,PRD_0030,1,3020.0,453.0,2567.0,1652.42
ITEM_0002862,ORD_001975,PRD_0152,1,1060.0,381.6,678.4,543.66
ITEM_0002863,ORD_001975,PRD_0166,1,620.0,173.6,446.4,328.37
ITEM_0002864,ORD_001976,PRD_0175,1,2120.0,784.4,1335.6,910.19
ITEM_0002865,ORD_001977,PRD_0088,1,4150.0,1494.0,2656.0,1812.07
ITEM_0002866,ORD_001978,PRD_0048,1,2550.0,561.0,1989.0,1218.49
ITEM_0002867,ORD_001979,PRD_0179,1,1810.0,307.7,1502.3,814.33
ITEM_0002868,ORD_001980,PRD_0095,1,5420.0,2872.6,2547.4,2495.39
ITEM_0002869,ORD_001981,PRD_0158,1,790.0,284.4,505.6,424.73
ITEM_0002870,ORD_001982,PRD_0122,1,720.0,338.4,381.6,380.6
ITEM_0002871,ORD_001983,PRD_0067,1,2980.0,476.8,2503.2,1500.06
ITEM_0002872,ORD_001984,PRD_0034,1,1770.0,442.5,1327.5,757.68
ITEM_0002873,ORD_001985,PRD_0171,1,1720.0,825.6,894.4,942.69
ITEM_0002874,ORD_001986,PRD_0117,1,2760.0,1324.8,1435.2,1317.73
ITEM_0002875,ORD_001987,PRD_0021,1,1560.0,483.6,1076.4,839.85
ITEM_0002876,ORD_001988,PRD_0112,1,4630.0,1064.9,3565.1,2498.8
ITEM_0002877,ORD_001988,PRD_0082,1,3280.0,590.4,2689.6,1704.97
ITEM_0002878,ORD_001989,PRD_0056,1,2540.0,685.8,1854.2,1352.3
ITEM_0002879,ORD_001989,PRD_0051,1,1690.0,202.8,1487.2,797.32
ITEM_0002880,ORD_001990,PRD_0055,1,2660.0,931.0,1729.0,1140.18
ITEM_0002881,ORD_001990,PRD_0152,1,1060.0,371.0,689.0,543.66
ITEM_0002882,ORD_001991,PRD_0009,1,2450.0,514.5,1935.5,1254.99
ITEM_0002883,ORD_001992,PRD_0146,1,910.0,227.5,682.5,449.19
ITEM_0002884,ORD_001993,PRD_0149,1,930.0,353.4,576.6,442.31
ITEM_0002885,ORD_001994,PRD_0144,1,750.0,322.5,427.5,393.08
ITEM_0002886,ORD_001995,PRD_0057,1,1900.0,912.0,988.0,953.53
ITEM_0002887,ORD_001996,PRD_0033,1,2960.0,1036.0,1924.0,1296.75
ITEM_0002888,ORD_001996,PRD_0060,1,1400.0,308.0,1092.0,755.12
ITEM_0002889,ORD_001997,PRD_0127,1,810.0,153.9,656.1,342.35
ITEM_0002890,ORD_001998,PRD_0149,1,930.0,520.8,409.2,442.31
ITEM_0002891,ORD_001998,PRD_0116,1,3870.0,1470.6,2399.4,1833.96
ITEM_0002892,ORD_001999,PRD_0178,1,2390.0,1003.8,1386.2,1295.01
ITEM_0002893,ORD_001999,PRD_0075,1,1550.0,852.5,697.5,673.01
ITEM_0002894,ORD_002000,PRD_0029,1,1130.0,146.9,983.1,570.65
ITEM_0002895,ORD_002001,PRD_0164,1,1990.0,616.9,1373.1,860.0
ITEM_0002896,ORD_002002,PRD_0104,1,3200.0,384.0,2816.0,1358.82
ITEM_0002897,ORD_002003,PRD_0065,1,2590.0,699.3,1890.7,1265.43
ITEM_0002898,ORD_002004,PRD_0016,1,1540.0,600.6,939.4,690.76
ITEM_0002899,ORD_002005,PRD_0080,1,4360.0,1482.4,2877.6,2190.12
ITEM_0002900,ORD_002006,PRD_0085,1,2040.0,408.0,1632.0,864.09
ITEM_0002901,ORD_002007,PRD_0072,1,4280.0,1712.0,2568.0,2048.08
ITEM_0002902,ORD_002007,PRD_0026,1,2020.0,767.6,1252.4,1019.5
ITEM_0002903,ORD_002007,PRD_0018,1,1520.0,775.2,744.8,691.13
ITEM_0002904,ORD_002008,PRD_0027,1,940.0,150.4,789.6,454.28
ITEM_0002905,ORD_002009,PRD_0051,1,1690.0,354.9,1335.1,797.32
ITEM_0002906,ORD_002009,PRD_0174,1,1810.0,669.7,1140.3,888.77
ITEM_0002907,ORD_002010,PRD_0172,1,1160.0,464.0,696.0,512.1
ITEM_0002908,ORD_002011,PRD_0025,1,2370.0,355.5,2014.5,1106.82
ITEM_0002909,ORD_002012,PRD_0079,1,1420.0,383.4,1036.6,780.66
ITEM_0002910,ORD_002013,PRD_0030,1,3020.0,755.0,2265.0,1652.42
ITEM_0002911,ORD_002013,PRD_0076,1,1790.0,608.6,1181.4,761.26
ITEM_0002912,ORD_002013,PRD_0083,1,1890.0,548.1,1341.9,983.94
ITEM_0002913,ORD_002014,PRD_0159,1,1030.0,381.1,648.9,539.36
ITEM_0002914,ORD_002014,PRD_0146,1,910.0,163.8,746.2,449.19
ITEM_0002915,ORD_002015,PRD_0031,1,860.0,318.2,541.8,363.04
ITEM_0002916,ORD_002015,PRD_0121,1,790.0,284.4,505.6,422.4
ITEM_0002917,ORD_002016,PRD_0021,1,1560.0,577.2,982.8,839.85
ITEM_0002918,ORD_002017,PRD_0137,1,720.0,352.8,367.2,386.41
ITEM_0002919,ORD_002018,PRD_0125,1,1110.0,166.5,943.5,474.27
ITEM_0002920,ORD_002018,PRD_0072,1,4280.0,941.6,3338.4,2048.08
ITEM_0002921,ORD_002019,PRD_0081,1,3580.0,1933.2,1646.8,1581.97
ITEM_0002922,ORD_002019,PRD_0015,1,2810.0,1208.3,1601.7,1375.3
ITEM_0002923,ORD_002019,PRD_0115,1,1860.0,985.8,874.2,1014.04
ITEM_0002924,ORD_002020,PRD_0038,1,2080.0,665.6,1414.4,1062.9
ITEM_0002925,ORD_002020,PRD_0101,1,3790.0,909.6,2880.4,1915.53
ITEM_0002926,ORD_002021,PRD_0033,1,2960.0,562.4,2397.6,1296.75
ITEM_0002927,ORD_002021,PRD_0071,1,3660.0,439.2,3220.8,1845.99
ITEM_0002928,ORD_002021,PRD_0037,1,1120.0,347.2,772.8,603.32
ITEM_0002929,ORD_002022,PRD_0155,1,1630.0,342.3,1287.7,735.77
ITEM_0002930,ORD_002023,PRD_0033,1,2960.0,1628.0,1332.0,1296.75
ITEM_0002931,ORD_002024,PRD_0076,1,1790.0,680.2,1109.8,761.26
ITEM_0002932,ORD_002025,PRD_0052,1,1110.0,177.6,932.4,529.18
ITEM_0002933,ORD_002025,PRD_0107,1,4910.0,1620.3,3289.7,2168.75
ITEM_0002934,ORD_002026,PRD_0177,1,1860.0,799.8,1060.2,989.85
ITEM_0002935,ORD_002026,PRD_0086,1,2890.0,1271.6,1618.4,1484.16
ITEM_0002936,ORD_002027,PRD_0120,1,1960.0,470.4,1489.6,966.26
ITEM_0002937,ORD_002028,PRD_0151,1,1680.0,302.4,1377.6,729.83
ITEM_0002938,ORD_002028,PRD_0072,1,4280.0,1155.6,3124.4,2048.08
ITEM_0002939,ORD_002028,PRD_0107,1,4910.0,687.4,4222.6,2168.75
ITEM_0002940,ORD_002029,PRD_0048,1,2550.0,331.5,2218.5,1218.49
ITEM_0002941,ORD_002030,PRD_0016,1,1540.0,385.0,1155.0,690.76
ITEM_0002942,ORD_002031,PRD_0071,1,3660.0,951.6,2708.4,1845.99
ITEM_0002943,ORD_002032,PRD_0021,1,1560.0,546.0,1014.0,839.85
ITEM_0002944,ORD_002033,PRD_0174,1,1810.0,687.8,1122.2,888.77
ITEM_0002945,ORD_002034,PRD_0118,1,1520.0,288.8,1231.2,639.61
ITEM_0002946,ORD_002035,PRD_0047,1,2460.0,590.4,1869.6,1167.97
ITEM_0002947,ORD_002036,PRD_0171,1,1720.0,430.0,1290.0,942.69
ITEM_0002948,ORD_002037,PRD_0076,1,1790.0,680.2,1109.8,761.26
ITEM_0002949,ORD_002038,PRD_0119,1,2250.0,787.5,1462.5,1188.69
ITEM_0002950,ORD_002038,PRD_0087,1,1730.0,536.3,1193.7,802.53
ITEM_0002951,ORD_002039,PRD_0028,1,2880.0,604.8,2275.2,1304.06
ITEM_0002952,ORD_002039,PRD_0177,1,1860.0,409.2,1450.8,989.85
ITEM_0002953,ORD_002039,PRD_0027,1,940.0,206.8,733.2,454.28
ITEM_0002954,ORD_002040,PRD_0144,1,750.0,270.0,480.0,393.08
ITEM_0002955,ORD_002041,PRD_0159,1,1030.0,236.9,793.1,539.36
ITEM_0002956,ORD_002041,PRD_0129,1,330.0,75.9,254.1,176.41
ITEM_0002957,ORD_002042,PRD_0071,1,3660.0,1134.6,2525.4,1845.99
ITEM_0002958,ORD_002043,PRD_0108,1,3810.0,1371.6,2438.4,1772.0
ITEM_0002959,ORD_002043,PRD_0127,1,810.0,243.0,567.0,342.35
ITEM_0002960,ORD_002043,PRD_0169,1,1140.0,399.0,741.0,577.86
ITEM_0002961,ORD_002044,PRD_0100,1,4070.0,529.1,3540.9,1991.62
ITEM_0002962,ORD_002045,PRD_0073,1,3880.0,1823.6,2056.4,1937.5
ITEM_0002963,ORD_002046,PRD_0078,1,4290.0,815.1,3474.9,2082.52
ITEM_0002964,ORD_002047,PRD_0153,1,840.0,159.6,680.4,447.68
ITEM_0002965,ORD_002048,PRD_0094,1,2510.0,928.7,1581.3,1080.08
ITEM_0002966,ORD_002048,PRD_0117,1,2760.0,1380.0,1380.0,1317.73
ITEM_0002967,ORD_002049,PRD_0129,1,330.0,89.1,240.9,176.41
ITEM_0002968,ORD_002050,PRD_0176,1,1270.0,457.2,812.8,615.37
ITEM_0002969,ORD_002050,PRD_0099,1,4310.0,646.5,3663.5,2160.98
ITEM_0002970,ORD_002050,PRD_0062,1,3390.0,779.7,2610.3,1643.77
ITEM_0002971,ORD_002051,PRD_0143,1,790.0,126.4,663.6,374.12
ITEM_0002972,ORD_002052,PRD_0098,1,5210.0,2500.8,2709.2,2362.66
ITEM_0002973,ORD_002053,PRD_0094,1,2510.0,828.3,1681.7,1080.08
ITEM_0002974,ORD_002053,PRD_0018,1,1520.0,319.2,1200.8,691.13
ITEM_0002975,ORD_002054,PRD_0157,1,1850.0,388.5,1461.5,843.02
ITEM_0002976,ORD_002055,PRD_0055,1,2660.0,1330.0,1330.0,1140.18
ITEM_0002977,ORD_002056,PRD_0056,1,2540.0,889.0,1651.0,1352.3
ITEM_0002978,ORD_002057,PRD_0072,1,4280.0,1926.0,2354.0,2048.08
ITEM_0002979,ORD_002058,PRD_0175,1,2120.0,339.2,1780.8,910.19
ITEM_0002980,ORD_002058,PRD_0180,1,1450.0,522.0,928.0,759.23
ITEM_0002981,ORD_002059,PRD_0125,1,1110.0,421.8,688.2,474.27
ITEM_0002982,ORD_002060,PRD_0001,1,3100.0,1395.0,1705.0,1481.52
ITEM_0002983,ORD_002061,PRD_0159,1,1030.0,298.7,731.3,539.36
ITEM_0002984,ORD_002062,PRD_0102,1,2520.0,1159.2,1360.8,1317.37
ITEM_0002985,ORD_002062,PRD_0059,1,2530.0,1087.9,1442.1,1330.78
ITEM_0002986,ORD_002063,PRD_0042,1,870.0,278.4,591.6,453.89
ITEM_0002987,ORD_002064,PRD_0023,1,2420.0,1040.6,1379.4,1145.42
ITEM_0002988,ORD_002064,PRD_0137,1,720.0,273.6,446.4,386.41
ITEM_0002989,ORD_002065,PRD_0177,1,1860.0,502.2,1357.8,989.85
ITEM_0002990,ORD_002065,PRD_0117,1,2760.0,331.2,2428.8,1317.73
ITEM_0002991,ORD_002066,PRD_0105,1,5210.0,2917.6,2292.4,2582.76
ITEM_0002992,ORD_002067,PRD_0018,1,1520.0,836.0,684.0,691.13
ITEM_0002993,ORD_002068,PRD_0088,1,4150.0,1452.5,2697.5,1812.07
ITEM_0002994,ORD_002069,PRD_0090,1,2990.0,1076.4,1913.6,1388.95
ITEM_0002995,ORD_002070,PRD_0174,1,1810.0,850.7,959.3,888.77
ITEM_0002996,ORD_002071,PRD_0036,1,1970.0,413.7,1556.3,869.83
ITEM_0002997,ORD_002072,PRD_0031,1,860.0,387.0,473.0,363.04
ITEM_0002998,ORD_002073,PRD_0143,1,790.0,458.2,331.8,374.12
ITEM_0002999,ORD_002073,PRD_0097,1,3530.0,1412.0,2118.0,1817.16
ITEM_0003000,ORD_002074,PRD_0158,1,790.0,292.3,497.7,424.73
ITEM_0003001,ORD_002075,PRD_0119,1,2250.0,472.5,1777.5,1188.69
ITEM_0003002,ORD_002075,PRD_0165,1,540.0,199.8,340.2,267.06
ITEM_0003003,ORD_002076,PRD_0155,1,1630.0,456.4,1173.6,735.77
ITEM_0003004,ORD_002076,PRD_0031,1,860.0,275.2,584.8,363.04
ITEM_0003005,ORD_002077,PRD_0142,1,450.0,126.0,324.0,228.94
ITEM_0003006,ORD_002078,PRD_0147,1,630.0,189.0,441.0,336.48
ITEM_0003007,ORD_002079,PRD_0052,1,1110.0,277.5,832.5,529.18
ITEM_0003008,ORD_002080,PRD_0109,1,4400.0,1628.0,2772.0,2379.56
ITEM_0003009,ORD_002081,PRD_0131,1,820.0,303.4,516.6,431.29
ITEM_0003010,ORD_002082,PRD_0149,1,930.0,176.7,753.3,442.31
ITEM_0003011,ORD_002083,PRD_0161,1,1760.0,756.8,1003.2,832.47
ITEM_0003012,ORD_002083,PRD_0072,1,4280.0,2182.8,2097.2,2048.08
ITEM_0003013,ORD_002084,PRD_0161,1,1760.0,968.0,792.0,832.47
ITEM_0003014,ORD_002084,PRD_0108,1,3810.0,1790.7,2019.3,1772.0
ITEM_0003015,ORD_002085,PRD_0065,1,2590.0,1372.7,1217.3,1265.43
ITEM_0003016,ORD_002085,PRD_0107,1,4910.0,2700.5,2209.5,2168.75
ITEM_0003017,ORD_002086,PRD_0093,1,2900.0,1044.0,1856.0,1287.82
ITEM_0003018,ORD_002087,PRD_0087,1,1730.0,363.3,1366.7,802.53
ITEM_0003019,ORD_002087,PRD_0176,1,1270.0,292.1,977.9,615.37
ITEM_0003020,ORD_002088,PRD_0013,1,2980.0,1013.2,1966.8,1347.84
ITEM_0003021,ORD_002089,PRD_0114,1,3470.0,1006.3,2463.7,1715.39
ITEM_0003022,ORD_002090,PRD_0012,1,1200.0,312.0,888.0,648.91
ITEM_0003023,ORD_002090,PRD_0115,1,1860.0,241.8,1618.2,1014.04
ITEM_0003024,ORD_002090,PRD_0075,1,1550.0,418.5,1131.5,673.01
ITEM_0003025,ORD_002091,PRD_0005,1,2930.0,1611.5,1318.5,1429.18
ITEM_0003026,ORD_002092,PRD_0151,1,1680.0,688.8,991.2,729.83
ITEM_0003027,ORD_002093,PRD_0012,1,1200.0,156.0,1044.0,648.91
ITEM_0003028,ORD_002093,PRD_0010,1,1810.0,579.2,1230.8,989.92
ITEM_0003029,ORD_002094,PRD_0087,1,1730.0,865.0,865.0,802.53
ITEM_0003030,ORD_002095,PRD_0089,1,4360.0,1831.2,2528.8,2206.53
ITEM_0003031,ORD_002096,PRD_0112,1,4630.0,1620.5,3009.5,2498.8
ITEM_0003032,ORD_002096,PRD_0180,1,1450.0,725.0,725.0,759.23
ITEM_0003033,ORD_002097,PRD_0149,1,930.0,279.0,651.0,442.31
ITEM_0003034,ORD_002098,PRD_0147,1,630.0,333.9,296.1,336.48
ITEM_0003035,ORD_002099,PRD_0161,1,1760.0,633.6,1126.4,832.47
ITEM_0003036,ORD_002100,PRD_0144,1,750.0,360.0,390.0,393.08
ITEM_0003037,ORD_002101,PRD_0174,1,1810.0,905.0,905.0,888.77
ITEM_0003038,ORD_002102,PRD_0036,1,1970.0,394.0,1576.0,869.83
ITEM_0003039,ORD_002102,PRD_0053,1,1090.0,196.2,893.8,516.21
ITEM_0003040,ORD_002102,PRD_0051,1,1690.0,338.0,1352.0,797.32
ITEM_0003041,ORD_002103,PRD_0169,1,1140.0,353.4,786.6,577.86
ITEM_0003042,ORD_002104,PRD_0076,1,1790.0,322.2,1467.8,761.26
ITEM_0003043,ORD_002104,PRD_0112,1,4630.0,1574.2,3055.8,2498.8
ITEM_0003044,ORD_002105,PRD_0086,1,2890.0,578.0,2312.0,1484.16
ITEM_0003045,ORD_002105,PRD_0122,1,720.0,108.0,612.0,380.6
ITEM_0003046,ORD_002106,PRD_0112,1,4630.0,1296.4,3333.6,2498.8
ITEM_0003047,ORD_002107,PRD_0129,1,330.0,42.9,287.1,176.41
ITEM_0003048,ORD_002107,PRD_0040,1,2980.0,864.2,2115.8,1440.73
ITEM_0003049,ORD_002107,PRD_0131,1,820.0,196.8,623.2,431.29
ITEM_0003050,ORD_002108,PRD_0080,1,4360.0,1613.2,2746.8,2190.12
ITEM_0003051,ORD_002109,PRD_0019,1,1800.0,450.0,1350.0,875.5
ITEM_0003052,ORD_002109,PRD_0120,1,1960.0,294.0,1666.0,966.26
ITEM_0003053,ORD_002110,PRD_0031,1,860.0,206.4,653.6,363.04
ITEM_0003054,ORD_002111,PRD_0010,1,1810.0,235.3,1574.7,989.92
