order_id,return_type,return_reason,refund_amount
ORD_003536,Customer Return,Found Better Price Elsewhere,1025.2
ORD_003542,Customer Return,Late Delivery,1436.4
ORD_003543,RTO (Undelivered),Customer Refused at Doorstep,3363.2
ORD_003544,Customer Return,Quality Not as Expected,377.0
ORD_003551,Customer Return,Quality Not as Expected,2590.0
ORD_003553,Customer Return,Quality Not as Expected,1349.4
ORD_003556,Customer Return,Size / Fit Issue,2545.2
ORD_003561,RTO (Undelivered),Customer Refused at Doorstep,923.4
ORD_003566,RTO (Undelivered),Customer Refused at Doorstep,1351.8
ORD_003577,Customer Return,Quality Not as Expected,4640.7
ORD_003578,RTO (Undelivered),Customer Refused at Doorstep,3539.7
ORD_003583,Customer Return,Size / Fit Issue,2024.0
ORD_003588,Customer Return,Late Delivery,667.0
ORD_003591,Customer Return,Size / Fit Issue,5879.6
ORD_003593,RTO (Undelivered),Customer Refused at Doorstep,1841.2
ORD_003596,RTO (Undelivered),Customer Refused at Doorstep,1093.4
ORD_003597,RTO (Undelivered),Customer Refused at Doorstep,1176.0
ORD_003598,Customer Return,Late Delivery,1038.0
ORD_003599,Customer Return,Size / Fit Issue,4010.8
ORD_003601,Customer Return,Size / Fit Issue,952.2
ORD_003608,RTO (Undelivered),Customer Refused at Doorstep,207.0
ORD_003609,Customer Return,Size / Fit Issue,4135.8
ORD_003610,RTO (Undelivered),Customer Refused at Doorstep,2044.0
ORD_003615,Customer Return,Size / Fit Issue,984.5
ORD_003617,Customer Return,Quality Not as Expected,3243.5
ORD_003626,Customer Return,Defective / Damaged Item,1260.0
ORD_003635,Customer Return,Quality Not as Expected,2598.6
ORD_003636,RTO (Undelivered),Customer Refused at Doorstep,3113.6
ORD_003639,RTO (Undelivered),Customer Refused at Doorstep,567.6
ORD_003645,Customer Return,Size / Fit Issue,920.4
ORD_003650,Customer Return,Found Better Price Elsewhere,8410.7
ORD_003653,RTO (Undelivered),Customer Refused at Doorstep,6029.1
ORD_003663,RTO (Undelivered),Customer Refused at Doorstep,1478.4
ORD_003669,Customer Return,Defective / Damaged Item,1700.1
ORD_003673,Customer Return,Size / Fit Issue,1137.3
ORD_003675,Customer Return,Late Delivery,6794.8
ORD_003678,Customer Return,Size / Fit Issue,4015.0
ORD_003683,Customer Return,Size / Fit Issue,4189.2
ORD_003684,Customer Return,Size / Fit Issue,5377.7
ORD_003693,RTO (Undelivered),Customer Refused at Doorstep,559.0
ORD_003695,Customer Return,Late Delivery,750.4
ORD_003699,Customer Return,Size / Fit Issue,2745.9
ORD_003700,Customer Return,Quality Not as Expected,1329.4
ORD_003704,Customer Return,Quality Not as Expected,1888.1
ORD_003717,Customer Return,Size / Fit Issue,1764.0
ORD_003719,Customer Return,Size / Fit Issue,2917.9
ORD_003726,Customer Return,Defective / Damaged Item,3142.4
ORD_003729,Customer Return,Quality Not as Expected,2073.4
ORD_003735,Customer Return,Quality Not as Expected,2409.4
ORD_003740,Customer Return,Found Better Price Elsewhere,4027.6
ORD_003742,RTO (Undelivered),Customer Refused at Doorstep,2637.3
ORD_003747,Customer Return,Late Delivery,1324.6
ORD_003748,Customer Return,Size / Fit Issue,742.6
ORD_003764,RTO (Undelivered),Customer Refused at Doorstep,2295.2
ORD_003770,RTO (Undelivered),Customer Refused at Doorstep,695.6
ORD_003774,RTO (Undelivered),Customer Refused at Doorstep,832.6
ORD_003781,Customer Return,Size / Fit Issue,4534.8
ORD_003787,Customer Return,Size / Fit Issue,1419.6
ORD_003790,Customer Return,Size / Fit Issue,2211.6
ORD_003800,Customer Return,Quality Not as Expected,346.5
ORD_003802,RTO (Undelivered),Customer Refused at Doorstep,1369.2
ORD_003804,Customer Return,Quality Not as Expected,931.0
ORD_003808,RTO (Undelivered),Customer Refused at Doorstep,1224.0
ORD_003810,Customer Return,Quality Not as Expected,1293.6
ORD_003811,Customer Return,Quality Not as Expected,2332.2
ORD_003817,RTO (Undelivered),Customer Refused at Doorstep,719.2
ORD_003822,Customer Return,Defective / Damaged Item,522.0
ORD_003841,Customer Return,Size / Fit Issue,2759.4
ORD_003843,RTO (Undelivered),Customer Refused at Doorstep,3515.1
ORD_003845,Customer Return,Size / Fit Issue,626.4
ORD_003848,Customer Return,Size / Fit Issue,3334.6
ORD_003850,Customer Return,Size / Fit Issue,1625.4
ORD_003854,RTO (Undelivered),Customer Refused at Doorstep,1373.7
ORD_003864,Customer Return,Size / Fit Issue,1592.0
ORD_003870,RTO (Undelivered),Customer Refused at Doorstep,4335.8
ORD_003877,Customer Return,Size / Fit Issue,1335.1
ORD_003878,Customer Return,Size / Fit Issue,5523.4
ORD_003883,RTO (Undelivered),Customer Refused at Doorstep,2141.8
ORD_003884,RTO (Undelivered),Customer Refused at Doorstep,1270.0
ORD_003885,Customer Return,Quality Not as Expected,3066.0
ORD_003888,RTO (Undelivered),Customer Refused at Doorstep,2396.6
ORD_003896,RTO (Undelivered),Customer Refused at Doorstep,2100.0
ORD_003902,RTO (Undelivered),Customer Refused at Doorstep,2354.4
ORD_003905,Customer Return,Size / Fit Issue,1627.2
ORD_003922,Customer Return,Quality Not as Expected,1672.8
ORD_003923,Customer Return,Quality Not as Expected,2373.0
ORD_003927,Customer Return,Quality Not as Expected,8248.2
ORD_003932,RTO (Undelivered),Customer Refused at Doorstep,2150.5
ORD_003933,RTO (Undelivered),Customer Refused at Doorstep,1837.3
ORD_003934,Customer Return,Size / Fit Issue,4877.7
ORD_003942,Customer Return,Quality Not as Expected,2296.0
ORD_003948,RTO (Undelivered),Customer Refused at Doorstep,1845.9
ORD_003949,RTO (Undelivered),Customer Refused at Doorstep,1073.0
ORD_003967,RTO (Undelivered),Customer Refused at Doorstep,4220.1
ORD_003972,Customer Return,Defective / Damaged Item,2562.8
ORD_003976,Customer Return,Size / Fit Issue,2180.0
ORD_003977,Customer Return,Quality Not as Expected,3793.6
ORD_003999,Customer Return,Size / Fit Issue,1293.6
ORD_004004,Customer Return,Late Delivery,919.8
ORD_004005,Customer Return,Late Delivery,513.5
ORD_004007,RTO (Undelivered),Customer Refused at Doorstep,1156.8
ORD_004014,Customer Return,Size / Fit Issue,498.2
ORD_004022,RTO (Undelivered),Customer Refused at Doorstep,2653.6
ORD_004040,Customer Return,Quality Not as Expected,1552.9
ORD_004043,RTO (Undelivered),Customer Refused at Doorstep,2476.4
ORD_004046,RTO (Undelivered),Customer Refused at Doorstep,1301.4
ORD_004057,Customer Return,Found Better Price Elsewhere,2272.4
ORD_004059,RTO (Undelivered),Customer Refused at Doorstep,4281.8
ORD_004060,Customer Return,Size / Fit Issue,931.0
ORD_004063,RTO (Undelivered),Customer Refused at Doorstep,2157.4
ORD_004071,Customer Return,Late Delivery,959.2
ORD_004073,RTO (Undelivered),Customer Refused at Doorstep,1138.0
ORD_004075,Customer Return,Quality Not as Expected,1628.4
ORD_004082,Customer Return,Late Delivery,2332.9
ORD_004083,Customer Return,Defective / Damaged Item,2124.2
ORD_004088,RTO (Undelivered),Customer Refused at Doorstep,1086.0
ORD_004099,Customer Return,Size / Fit Issue,1740.8
ORD_004107,Customer Return,Size / Fit Issue,2824.3
ORD_004124,Customer Return,Quality Not as Expected,2696.2
ORD_004125,Customer Return,Size / Fit Issue,1759.9
ORD_004141,Customer Return,Size / Fit Issue,1268.8
ORD_004149,Customer Return,Quality Not as Expected,3197.6
ORD_004153,RTO (Undelivered),Customer Refused at Doorstep,3955.8
ORD_004156,Customer Return,Size / Fit Issue,309.6
ORD_004158,RTO (Undelivered),Customer Refused at Doorstep,1747.5
ORD_004174,RTO (Undelivered),Customer Refused at Doorstep,453.6
ORD_004187,RTO (Undelivered),Customer Refused at Doorstep,1729.0
ORD_004188,Customer Return,Found Better Price Elsewhere,2967.4
ORD_004195,Customer Return,Defective / Damaged Item,3032.5
ORD_004200,Customer Return,Size / Fit Issue,3334.4
ORD_004201,Customer Return,Size / Fit Issue,1048.8
ORD_004205,Customer Return,Late Delivery,1901.2
ORD_004206,Customer Return,Found Better Price Elsewhere,1697.4
ORD_004207,Customer Return,Size / Fit Issue,2262.0
ORD_004208,Customer Return,Quality Not as Expected,502.5
ORD_004210,Customer Return,Size / Fit Issue,5393.1
ORD_004212,Customer Return,Quality Not as Expected,6222.7
ORD_004217,RTO (Undelivered),Customer Refused at Doorstep,876.0
ORD_004220,Customer Return,Late Delivery,1817.4
ORD_004222,RTO (Undelivered),Customer Refused at Doorstep,2557.3
ORD_004230,RTO (Undelivered),Customer Refused at Doorstep,676.0
ORD_004236,Customer Return,Quality Not as Expected,1525.2
ORD_004237,Customer Return,Defective / Damaged Item,5065.2
ORD_004240,RTO (Undelivered),Customer Refused at Doorstep,2099.5
ORD_004241,RTO (Undelivered),Customer Refused at Doorstep,1026.9
ORD_004253,Customer Return,Defective / Damaged Item,7079.5
ORD_004255,RTO (Undelivered),Customer Refused at Doorstep,2124.0
ORD_004257,RTO (Undelivered),Customer Refused at Doorstep,1688.4
ORD_004260,Customer Return,Size / Fit Issue,1113.9
ORD_004262,Customer Return,Quality Not as Expected,2685.0
ORD_004270,Customer Return,Late Delivery,3249.2
ORD_004271,Customer Return,Quality Not as Expected,4516.4
ORD_004274,Customer Return,Quality Not as Expected,2752.0
ORD_004275,Customer Return,Found Better Price Elsewhere,518.4
ORD_004282,RTO (Undelivered),Customer Refused at Doorstep,1116.5
ORD_004286,RTO (Undelivered),Customer Refused at Doorstep,1845.0
ORD_004289,RTO (Undelivered),Customer Refused at Doorstep,2021.6
ORD_004290,RTO (Undelivered),Customer Refused at Doorstep,1601.3
ORD_004294,RTO (Undelivered),Customer Refused at Doorstep,2034.0
ORD_004295,RTO (Undelivered),Customer Refused at Doorstep,850.9
ORD_004299,Customer Return,Quality Not as Expected,1739.8
ORD_004303,Customer Return,Late Delivery,3029.4
ORD_004304,Customer Return,Size / Fit Issue,2527.7
ORD_004316,RTO (Undelivered),Customer Refused at Doorstep,2634.4
ORD_004317,Customer Return,Found Better Price Elsewhere,2063.6
ORD_004318,RTO (Undelivered),Customer Refused at Doorstep,1353.6
ORD_004320,Customer Return,Size / Fit Issue,1192.8
ORD_004325,Customer Return,Quality Not as Expected,3129.0
ORD_004326,Customer Return,Size / Fit Issue,5294.2
ORD_004327,Customer Return,Quality Not as Expected,528.9
ORD_004329,RTO (Undelivered),Customer Refused at Doorstep,1288.0
ORD_004342,RTO (Undelivered),Customer Refused at Doorstep,1493.1
ORD_004343,Customer Return,Size / Fit Issue,2688.0
ORD_004344,RTO (Undelivered),Customer Refused at Doorstep,1572.1
ORD_004346,Customer Return,Size / Fit Issue,2464.0
ORD_004347,Customer Return,Quality Not as Expected,1746.0
ORD_004351,Customer Return,Size / Fit Issue,2465.0
ORD_004360,Customer Return,Size / Fit Issue,319.2
ORD_004361,RTO (Undelivered),Customer Refused at Doorstep,814.0
ORD_004363,Customer Return,Defective / Damaged Item,2640.7
ORD_004383,RTO (Undelivered),Customer Refused at Doorstep,6880.8
ORD_004386,Customer Return,Defective / Damaged Item,607.2
ORD_004387,Customer Return,Found Better Price Elsewhere,2196.6
ORD_004389,RTO (Undelivered),Customer Refused at Doorstep,1988.1
ORD_004391,RTO (Undelivered),Customer Refused at Doorstep,2709.7
ORD_004396,Customer Return,Quality Not as Expected,4571.8
ORD_004397,Customer Return,Late Delivery,2652.0
ORD_004399,RTO (Undelivered),Customer Refused at Doorstep,722.4
ORD_004402,Customer Return,Quality Not as Expected,3378.7
ORD_004410,RTO (Undelivered),Customer Refused at Doorstep,1277.3
ORD_004414,Customer Return,Size / Fit Issue,1990.8
ORD_004416,Customer Return,Size / Fit Issue,2298.4
ORD_004418,RTO (Undelivered),Customer Refused at Doorstep,5577.4
ORD_004419,Customer Return,Quality Not as Expected,530.7
ORD_004423,RTO (Undelivered),Customer Refused at Doorstep,3248.2
ORD_004425,RTO (Undelivered),Customer Refused at Doorstep,4711.7
ORD_004428,Customer Return,Size / Fit Issue,1715.6
ORD_004429,Customer Return,Late Delivery,1559.9
ORD_004430,Customer Return,Late Delivery,4666.3
ORD_004432,RTO (Undelivered),Customer Refused at Doorstep,4340.7
ORD_004436,RTO (Undelivered),Customer Refused at Doorstep,1064.0
ORD_004437,Customer Return,Size / Fit Issue,2563.2
ORD_004438,Customer Return,Quality Not as Expected,3558.4
ORD_004441,Customer Return,Quality Not as Expected,1555.2
ORD_004442,Customer Return,Size / Fit Issue,526.5
ORD_004445,Customer Return,Quality Not as Expected,1686.4
ORD_004452,Customer Return,Size / Fit Issue,1393.6
ORD_004455,Customer Return,Defective / Damaged Item,2975.8
ORD_004456,RTO (Undelivered),Customer Refused at Doorstep,1123.3
ORD_004472,RTO (Undelivered),Customer Refused at Doorstep,6813.8
ORD_004474,RTO (Undelivered),Customer Refused at Doorstep,1554.6
ORD_004480,RTO (Undelivered),Customer Refused at Doorstep,3142.8
ORD_004486,RTO (Undelivered),Customer Refused at Doorstep,4621.1
ORD_004487,Customer Return,Defective / Damaged Item,609.0
ORD_004489,RTO (Undelivered),Customer Refused at Doorstep,630.0
ORD_004490,RTO (Undelivered),Customer Refused at Doorstep,1601.3
ORD_004497,RTO (Undelivered),Customer Refused at Doorstep,1108.8
ORD_004500,Customer Return,Size / Fit Issue,3474.9
ORD_004504,Customer Return,Defective / Damaged Item,2648.0
ORD_004505,RTO (Undelivered),Customer Refused at Doorstep,4231.0
ORD_004508,RTO (Undelivered),Customer Refused at Doorstep,3283.7
ORD_004509,Customer Return,Size / Fit Issue,2058.0
ORD_004511,RTO (Undelivered),Customer Refused at Doorstep,1905.1
ORD_004514,Customer Return,Size / Fit Issue,1692.6
ORD_004516,RTO (Undelivered),Customer Refused at Doorstep,3696.0
ORD_004517,RTO (Undelivered),Customer Refused at Doorstep,1812.7
ORD_004518,Customer Return,Size / Fit Issue,1549.8
ORD_004522,Customer Return,Size / Fit Issue,3958.6
ORD_004526,RTO (Undelivered),Customer Refused at Doorstep,1368.9
ORD_004535,RTO (Undelivered),Customer Refused at Doorstep,3277.5
ORD_004539,RTO (Undelivered),Customer Refused at Doorstep,615.6
ORD_004548,RTO (Undelivered),Customer Refused at Doorstep,8822.9
ORD_004554,Customer Return,Size / Fit Issue,2684.0
ORD_004562,RTO (Undelivered),Customer Refused at Doorstep,2187.1
ORD_004563,RTO (Undelivered),Customer Refused at Doorstep,972.8
ORD_004572,RTO (Undelivered),Customer Refused at Doorstep,1588.5
ORD_004581,RTO (Undelivered),Customer Refused at Doorstep,1040.4
ORD_004582,RTO (Undelivered),Customer Refused at Doorstep,287.0
ORD_004586,RTO (Undelivered),Customer Refused at Doorstep,2210.0
ORD_004594,Customer Return,Quality Not as Expected,2167.5
ORD_004596,RTO (Undelivered),Customer Refused at Doorstep,2302.3
ORD_004600,Customer Return,Quality Not as Expected,1744.7
ORD_004602,Customer Return,Size / Fit Issue,2529.3
ORD_004603,Customer Return,Quality Not as Expected,2143.3
ORD_004613,Customer Return,Size / Fit Issue,2922.0
ORD_004616,Customer Return,Late Delivery,1762.2
ORD_004617,Customer Return,Late Delivery,1062.0
ORD_004621,RTO (Undelivered),Customer Refused at Doorstep,1635.3
ORD_004622,RTO (Undelivered),Customer Refused at Doorstep,763.8
ORD_004625,Customer Return,Quality Not as Expected,832.2
ORD_004626,Customer Return,Defective / Damaged Item,2117.0
ORD_004628,Customer Return,Quality Not as Expected,2614.5
ORD_004637,Customer Return,Size / Fit Issue,3217.8
ORD_004638,RTO (Undelivered),Customer Refused at Doorstep,491.4
ORD_004644,RTO (Undelivered),Customer Refused at Doorstep,2464.4
ORD_004650,Customer Return,Size / Fit Issue,1386.0
ORD_004653,RTO (Undelivered),Customer Refused at Doorstep,3008.2
ORD_004655,Customer Return,Size / Fit Issue,823.2
ORD_004656,RTO (Undelivered),Customer Refused at Doorstep,1088.0
ORD_004657,Customer Return,Quality Not as Expected,831.6
ORD_004661,Customer Return,Size / Fit Issue,3732.3
ORD_004664,RTO (Undelivered),Customer Refused at Doorstep,922.5
ORD_004666,Customer Return,Size / Fit Issue,3447.6
ORD_004675,RTO (Undelivered),Customer Refused at Doorstep,547.6
ORD_004679,RTO (Undelivered),Customer Refused at Doorstep,588.0
ORD_004683,RTO (Undelivered),Customer Refused at Doorstep,1788.8
ORD_004685,RTO (Undelivered),Customer Refused at Doorstep,1109.6
ORD_004689,Customer Return,Quality Not as Expected,972.8
ORD_004690,Customer Return,Late Delivery,1004.0
ORD_004692,RTO (Undelivered),Customer Refused at Doorstep,2113.8
ORD_004703,RTO (Undelivered),Customer Refused at Doorstep,2716.0
ORD_004705,Customer Return,Size / Fit Issue,1907.6
ORD_004706,Customer Return,Size / Fit Issue,2515.5
ORD_004710,Customer Return,Size / Fit Issue,1818.9
ORD_004713,Customer Return,Quality Not as Expected,3119.5
ORD_004715,Customer Return,Size / Fit Issue,2520.2
ORD_004716,RTO (Undelivered),Customer Refused at Doorstep,1580.8
ORD_004724,RTO (Undelivered),Customer Refused at Doorstep,2790.4
ORD_004725,Customer Return,Defective / Damaged Item,2580.4
ORD_004734,Customer Return,Quality Not as Expected,4505.7
ORD_004735,Customer Return,Size / Fit Issue,1166.4
ORD_004742,Customer Return,Quality Not as Expected,1674.9
ORD_004745,Customer Return,Defective / Damaged Item,1117.2
ORD_004761,Customer Return,Quality Not as Expected,4050.0
ORD_004766,Customer Return,Size / Fit Issue,1356.8
ORD_004769,Customer Return,Size / Fit Issue,966.0
ORD_004770,Customer Return,Size / Fit Issue,3723.2
ORD_004772,Customer Return,Defective / Damaged Item,672.0
ORD_004776,Customer Return,Quality Not as Expected,2258.6
ORD_004777,RTO (Undelivered),Customer Refused at Doorstep,3298.4
ORD_004789,RTO (Undelivered),Customer Refused at Doorstep,1624.0
ORD_004793,Customer Return,Size / Fit Issue,1178.0
ORD_004794,Customer Return,Size / Fit Issue,447.2
ORD_004801,Customer Return,Size / Fit Issue,5497.2
ORD_004804,Customer Return,Quality Not as Expected,2048.0
ORD_004807,Customer Return,Late Delivery,1462.5
ORD_004811,RTO (Undelivered),Customer Refused at Doorstep,667.0
ORD_004812,Customer Return,Defective / Damaged Item,1355.4
ORD_004816,Customer Return,Size / Fit Issue,585.2
ORD_004818,Customer Return,Defective / Damaged Item,1273.0
ORD_004822,RTO (Undelivered),Customer Refused at Doorstep,4895.2
ORD_004823,RTO (Undelivered),Customer Refused at Doorstep,1663.2
ORD_004828,RTO (Undelivered),Customer Refused at Doorstep,1928.0
ORD_004829,RTO (Undelivered),Customer Refused at Doorstep,1280.0
ORD_004838,Customer Return,Found Better Price Elsewhere,2739.5
ORD_004846,RTO (Undelivered),Customer Refused at Doorstep,1102.4
ORD_004854,Customer Return,Size / Fit Issue,3023.4
ORD_004856,Customer Return,Quality Not as Expected,2453.2
ORD_004858,Customer Return,Defective / Damaged Item,4063.8
ORD_004862,Customer Return,Size / Fit Issue,3543.3
ORD_004870,Customer Return,Quality Not as Expected,3133.9
ORD_004871,Customer Return,Quality Not as Expected,1411.2
ORD_004872,RTO (Undelivered),Customer Refused at Doorstep,1239.0
ORD_004877,RTO (Undelivered),Customer Refused at Doorstep,426.6
ORD_004879,RTO (Undelivered),Customer Refused at Doorstep,1351.5
ORD_004880,Customer Return,Size / Fit Issue,1176.4
ORD_004882,Customer Return,Size / Fit Issue,3878.9
ORD_004886,RTO (Undelivered),Customer Refused at Doorstep,1627.2
ORD_004893,Customer Return,Quality Not as Expected,2948.8
ORD_004897,Customer Return,Quality Not as Expected,2201.1
ORD_004901,Customer Return,Quality Not as Expected,3715.2
ORD_004903,RTO (Undelivered),Customer Refused at Doorstep,1302.0
ORD_004905,RTO (Undelivered),Customer Refused at Doorstep,2198.1
ORD_004907,Customer Return,Quality Not as Expected,1584.7
ORD_004908,Customer Return,Size / Fit Issue,520.8
ORD_004914,RTO (Undelivered),Customer Refused at Doorstep,2749.8
ORD_004917,Customer Return,Quality Not as Expected,1647.0
ORD_004920,RTO (Undelivered),Customer Refused at Doorstep,3746.8
ORD_004927,Customer Return,Size / Fit Issue,1650.2
ORD_004931,Customer Return,Size / Fit Issue,4065.0
ORD_004936,Customer Return,Quality Not as Expected,1593.3
ORD_004939,RTO (Undelivered),Customer Refused at Doorstep,530.7
ORD_004945,RTO (Undelivered),Customer Refused at Doorstep,1328.1
ORD_004952,Customer Return,Size / Fit Issue,306.0
ORD_004956,Customer Return,Quality Not as Expected,627.0
ORD_004960,Customer Return,Size / Fit Issue,3053.6
ORD_004969,RTO (Undelivered),Customer Refused at Doorstep,2182.4
ORD_004981,Customer Return,Found Better Price Elsewhere,4075.6
ORD_004983,Customer Return,Found Better Price Elsewhere,3879.4
ORD_004994,Customer Return,Size / Fit Issue,5061.6
ORD_004995,Customer Return,Size / Fit Issue,1770.3
ORD_005006,RTO (Undelivered),Customer Refused at Doorstep,2362.2
ORD_005016,RTO (Undelivered),Customer Refused at Doorstep,1074.6
ORD_005024,RTO (Undelivered),Customer Refused at Doorstep,2079.3
ORD_005027,Customer Return,Late Delivery,2356.2
ORD_005035,Customer Return,Defective / Damaged Item,2147.0
ORD_005041,Customer Return,Late Delivery,979.8
ORD_005044,Customer Return,Quality Not as Expected,1249.5
ORD_005050,Customer Return,Size / Fit Issue,1715.0
ORD_005057,Customer Return,Size / Fit Issue,3409.8
ORD_005062,Customer Return,Size / Fit Issue,699.2
ORD_005067,RTO (Undelivered),Customer Refused at Doorstep,1520.4
ORD_005073,Customer Return,Quality Not as Expected,604.8
ORD_005074,Customer Return,Size / Fit Issue,3270.8
ORD_005078,RTO (Undelivered),Customer Refused at Doorstep,2715.8
ORD_005085,Customer Return,Quality Not as Expected,6014.6
ORD_005090,Customer Return,Defective / Damaged Item,3683.1
ORD_005094,RTO (Undelivered),Customer Refused at Doorstep,761.6
ORD_005095,RTO (Undelivered),Customer Refused at Doorstep,851.2
ORD_005100,RTO (Undelivered),Customer Refused at Doorstep,689.0
ORD_005112,Customer Return,Quality Not as Expected,5756.2
ORD_005117,Customer Return,Size / Fit Issue,1159.1
ORD_005118,RTO (Undelivered),Customer Refused at Doorstep,1654.3
ORD_005119,Customer Return,Quality Not as Expected,3102.1
ORD_005120,Customer Return,Quality Not as Expected,1474.2
ORD_005128,Customer Return,Quality Not as Expected,5188.2
ORD_005141,Customer Return,Quality Not as Expected,621.6
ORD_005142,Customer Return,Quality Not as Expected,3306.2
ORD_005145,Customer Return,Quality Not as Expected,2352.0
ORD_005148,Customer Return,Quality Not as Expected,1121.3
ORD_005158,RTO (Undelivered),Customer Refused at Doorstep,2064.1
ORD_005163,RTO (Undelivered),Customer Refused at Doorstep,1512.4
ORD_005169,Customer Return,Found Better Price Elsewhere,955.8
ORD_005172,RTO (Undelivered),Customer Refused at Doorstep,1540.8
ORD_005180,Customer Return,Size / Fit Issue,1336.2
ORD_005181,Customer Return,Defective / Damaged Item,4443.7
ORD_005184,Customer Return,Defective / Damaged Item,896.4
ORD_005185,RTO (Undelivered),Customer Refused at Doorstep,775.2
ORD_005187,RTO (Undelivered),Customer Refused at Doorstep,1790.0
ORD_005189,Customer Return,Size / Fit Issue,4746.6
ORD_005191,Customer Return,Quality Not as Expected,836.0
ORD_005192,RTO (Undelivered),Customer Refused at Doorstep,1842.2
ORD_005195,Customer Return,Defective / Damaged Item,2592.6
ORD_005197,Customer Return,Size / Fit Issue,6850.8
ORD_005202,Customer Return,Defective / Damaged Item,746.2
ORD_005209,RTO (Undelivered),Customer Refused at Doorstep,2434.2
ORD_005211,Customer Return,Size / Fit Issue,1238.8
ORD_005217,Customer Return,Defective / Damaged Item,2560.8
ORD_005223,Customer Return,Size / Fit Issue,1044.0
ORD_005226,RTO (Undelivered),Customer Refused at Doorstep,944.0
ORD_005239,RTO (Undelivered),Customer Refused at Doorstep,2935.6
ORD_005240,RTO (Undelivered),Customer Refused at Doorstep,1227.2
ORD_005242,Customer Return,Defective / Damaged Item,2801.0
ORD_005244,RTO (Undelivered),Customer Refused at Doorstep,253.8
ORD_005249,RTO (Undelivered),Customer Refused at Doorstep,2434.4
ORD_005251,Customer Return,Size / Fit Issue,469.8
ORD_005258,Customer Return,Quality Not as Expected,1728.9
ORD_005264,RTO (Undelivered),Customer Refused at Doorstep,805.5
ORD_005267,Customer Return,Defective / Damaged Item,5947.8
ORD_005270,Customer Return,Quality Not as Expected,3498.3
ORD_005274,RTO (Undelivered),Customer Refused at Doorstep,1747.4
ORD_005281,Customer Return,Late Delivery,2745.4
ORD_005291,RTO (Undelivered),Customer Refused at Doorstep,1550.4
ORD_005313,RTO (Undelivered),Customer Refused at Doorstep,2861.6
ORD_005315,Customer Return,Size / Fit Issue,574.2
ORD_005326,RTO (Undelivered),Customer Refused at Doorstep,1365.0
ORD_005330,RTO (Undelivered),Customer Refused at Doorstep,1401.3
ORD_005336,Customer Return,Size / Fit Issue,769.3
ORD_005346,Customer Return,Found Better Price Elsewhere,1538.7
ORD_005350,RTO (Undelivered),Customer Refused at Doorstep,1958.4
ORD_005355,RTO (Undelivered),Customer Refused at Doorstep,1574.7
ORD_005361,Customer Return,Size / Fit Issue,1346.4
ORD_005364,RTO (Undelivered),Customer Refused at Doorstep,780.0
ORD_005365,Customer Return,Quality Not as Expected,697.6
ORD_005370,RTO (Undelivered),Customer Refused at Doorstep,4039.1
ORD_005371,Customer Return,Defective / Damaged Item,1933.2
ORD_005374,RTO (Undelivered),Customer Refused at Doorstep,1337.2
ORD_005376,RTO (Undelivered),Customer Refused at Doorstep,557.6
ORD_005378,RTO (Undelivered),Customer Refused at Doorstep,2601.6
ORD_005379,RTO (Undelivered),Customer Refused at Doorstep,541.5
ORD_005385,RTO (Undelivered),Customer Refused at Doorstep,912.0
ORD_005392,RTO (Undelivered),Customer Refused at Doorstep,437.0
ORD_005403,RTO (Undelivered),Customer Refused at Doorstep,1407.0
ORD_005409,Customer Return,Defective / Damaged Item,2191.8
ORD_005417,Customer Return,Size / Fit Issue,1484.4
ORD_005421,RTO (Undelivered),Customer Refused at Doorstep,3666.0
ORD_005425,Customer Return,Size / Fit Issue,2413.6
ORD_005426,RTO (Undelivered),Customer Refused at Doorstep,2809.6
ORD_005427,Customer Return,Size / Fit Issue,2645.5
ORD_005438,RTO (Undelivered),Customer Refused at Doorstep,1626.9
ORD_005441,RTO (Undelivered),Customer Refused at Doorstep,207.9
ORD_005444,Customer Return,Size / Fit Issue,2941.7
ORD_005447,RTO (Undelivered),Customer Refused at Doorstep,6007.2
ORD_005449,RTO (Undelivered),Customer Refused at Doorstep,771.9
ORD_005451,Customer Return,Defective / Damaged Item,465.0
ORD_005454,Customer Return,Quality Not as Expected,862.4
ORD_005456,Customer Return,Size / Fit Issue,1307.2
ORD_005458,Customer Return,Quality Not as Expected,533.0
ORD_005464,RTO (Undelivered),Customer Refused at Doorstep,3054.8
ORD_005465,Customer Return,Size / Fit Issue,549.9
ORD_005466,RTO (Undelivered),Customer Refused at Doorstep,5135.5
ORD_005467,Customer Return,Size / Fit Issue,2856.4
ORD_005472,RTO (Undelivered),Customer Refused at Doorstep,295.2
ORD_005473,Customer Return,Size / Fit Issue,1848.0
ORD_005487,RTO (Undelivered),Customer Refused at Doorstep,388.8
ORD_005490,Customer Return,Size / Fit Issue,373.5
ORD_005491,Customer Return,Found Better Price Elsewhere,6403.8
ORD_005495,Customer Return,Size / Fit Issue,3749.7
ORD_005502,Customer Return,Late Delivery,3739.8
ORD_005508,RTO (Undelivered),Customer Refused at Doorstep,1623.5
ORD_005509,RTO (Undelivered),Customer Refused at Doorstep,1246.4
ORD_005510,Customer Return,Size / Fit Issue,2283.3
ORD_005511,RTO (Undelivered),Customer Refused at Doorstep,1676.4
ORD_005512,Customer Return,Size / Fit Issue,3317.8
ORD_005515,Customer Return,Size / Fit Issue,537.2
ORD_005516,Customer Return,Defective / Damaged Item,361.2
