order_id,cust_id,order_date,delivery_date,order_status,payment_mode,sale_event,gross_gmv,discount_amount,net_gmv,order_cogs
ORD_006387,CUST_11375,2025-01-19,2025-01-22,Returned,UPI,BAU Regular,2540.0,533.4,2006.6,1352.3
ORD_006388,CUST_06310,2024-01-10,2024-01-12,Delivered,UPI,BAU Regular,4120.0,925.2,3194.8,1926.99
ORD_006389,CUST_09561,2025-07-03,2025-07-06,Delivered,COD,BAU Regular,2810.0,674.4,2135.6,1375.3
ORD_006390,CUST_01054,2025-06-30,,RTO,UPI,EORS / BFF Event,790.0,434.5,355.5,424.73
ORD_006391,CUST_03790,2024-05-23,2024-05-29,Delivered,UPI,BAU Regular,2410.0,795.3,1614.7,1182.23
ORD_006392,CUST_07259,2025-12-10,2025-12-15,Delivered,COD,EORS / BFF Event,3200.0,1376.0,1824.0,1358.82
ORD_006393,CUST_08148,2024-06-26,2024-06-28,Returned,COD,EORS / BFF Event,720.0,410.4,309.6,386.41
ORD_006394,CUST_10861,2024-12-10,,Cancelled,Credit Card,EORS / BFF Event,760.0,281.2,478.8,355.44
ORD_006395,CUST_06935,2024-04-08,2024-04-11,Delivered,COD,BAU Regular,9760.0,2409.1,7350.9,4662.98
ORD_006396,CUST_03408,2025-03-29,2025-03-31,Delivered,UPI,BAU Regular,410.0,135.3,274.7,181.41
ORD_006397,CUST_06358,2024-10-17,2024-10-23,Returned,UPI,EORS / BFF Event,2130.0,869.1,1260.9,952.22
ORD_006398,CUST_08613,2024-10-06,2024-10-10,Delivered,UPI,EORS / BFF Event,3660.0,2159.4,1500.6,1845.99
ORD_006399,CUST_09628,2025-09-18,2025-09-22,Delivered,COD,BAU Regular,2520.0,630.0,1890.0,1317.37
ORD_006400,CUST_11500,2024-01-08,,Cancelled,UPI,BAU Regular,530.0,95.4,434.6,289.8
ORD_006401,CUST_02153,2025-08-22,,Cancelled,COD,BAU Regular,2840.0,794.2,2045.8,1331.71
ORD_006402,CUST_07906,2025-02-28,2025-03-04,Returned,COD,BAU Regular,3600.0,1241.3,2358.7,1575.59
ORD_006403,CUST_02282,2025-12-24,2025-12-26,Delivered,Credit Card,EORS / BFF Event,3020.0,1087.2,1932.8,1652.42
ORD_006404,CUST_03650,2025-03-16,2025-03-20,Returned,COD,BAU Regular,5380.0,1116.4,4263.6,2660.18
ORD_006405,CUST_01608,2024-02-14,2024-02-16,Delivered,COD,BAU Regular,1330.0,372.4,957.6,689.95
ORD_006406,CUST_09452,2024-02-09,2024-02-11,Delivered,UPI,BAU Regular,5400.0,1636.4,3763.6,2651.4
ORD_006407,CUST_11137,2025-10-21,2025-10-26,Delivered,UPI,EORS / BFF Event,3810.0,1790.7,2019.3,1772.0
ORD_006408,CUST_00442,2025-10-01,2025-10-04,Delivered,UPI,EORS / BFF Event,3600.0,1938.0,1662.0,1745.83
ORD_006409,CUST_09928,2024-10-03,2024-10-05,Delivered,UPI,EORS / BFF Event,4090.0,2016.6,2073.4,2025.31
ORD_006410,CUST_02803,2025-04-11,2025-04-17,Delivered,Credit Card,BAU Regular,3870.0,696.6,3173.4,1833.96
ORD_006411,CUST_05789,2024-12-26,2024-12-29,Delivered,COD,EORS / BFF Event,860.0,412.8,447.2,363.04
ORD_006412,CUST_09143,2025-12-15,2025-12-18,Delivered,COD,EORS / BFF Event,2230.0,869.7,1360.3,1136.51
ORD_006413,CUST_05969,2025-12-06,,Cancelled,UPI,EORS / BFF Event,3870.0,1818.9,2051.1,1833.96
ORD_006414,CUST_02702,2025-12-23,2025-12-29,Delivered,COD,EORS / BFF Event,1700.0,765.0,935.0,720.35
ORD_006415,CUST_11053,2025-10-13,2025-10-18,Delivered,COD,EORS / BFF Event,3810.0,1333.5,2476.5,1772.0
ORD_006416,CUST_06988,2025-11-04,2025-11-10,Returned,Debit Card,BAU Regular,3880.0,1396.8,2483.2,2094.26
ORD_006417,CUST_11375,2024-06-22,2024-06-24,Delivered,Debit Card,EORS / BFF Event,5070.0,2673.0,2397.0,2523.75
ORD_006418,CUST_10361,2025-09-22,2025-09-28,Delivered,Credit Card,BAU Regular,2950.0,755.7,2194.3,1313.28
ORD_006419,CUST_10715,2025-06-18,2025-06-21,Delivered,UPI,EORS / BFF Event,3030.0,1681.8,1348.2,1438.5
ORD_006420,CUST_04257,2025-12-13,2025-12-18,Delivered,COD,EORS / BFF Event,3200.0,1408.0,1792.0,1718.2
ORD_006421,CUST_11894,2025-02-28,2025-03-06,Delivered,UPI,BAU Regular,1730.0,605.5,1124.5,802.53
ORD_006422,CUST_10405,2024-03-12,2024-03-14,Delivered,Debit Card,BAU Regular,940.0,338.4,601.6,454.28
ORD_006423,CUST_03929,2025-03-23,2025-03-25,Delivered,Credit Card,BAU Regular,2290.0,297.7,1992.3,1183.55
ORD_006424,CUST_10950,2025-06-07,2025-06-13,Delivered,COD,EORS / BFF Event,1030.0,381.1,648.9,539.36
ORD_006425,CUST_09246,2024-06-24,2024-06-28,Delivered,Credit Card,EORS / BFF Event,3020.0,1661.0,1359.0,1652.42
ORD_006426,CUST_08822,2024-10-26,2024-10-29,Returned,Credit Card,EORS / BFF Event,3390.0,1695.0,1695.0,1643.77
ORD_006427,CUST_00093,2025-03-24,2025-03-29,Delivered,COD,BAU Regular,450.0,58.5,391.5,222.39
ORD_006428,CUST_00333,2024-10-16,2024-10-21,Delivered,Credit Card,EORS / BFF Event,1560.0,826.8,733.2,839.85
ORD_006429,CUST_08417,2024-10-17,2024-10-23,Delivered,UPI,EORS / BFF Event,1140.0,501.6,638.4,558.81
ORD_006430,CUST_03353,2024-04-24,2024-04-26,Delivered,UPI,BAU Regular,3130.0,685.2,2444.8,1628.32
ORD_006431,CUST_00619,2025-12-02,2025-12-06,Delivered,UPI,EORS / BFF Event,3200.0,1792.6,1407.4,1489.74
ORD_006432,CUST_03403,2025-07-14,2025-07-19,Delivered,COD,BAU Regular,2520.0,554.4,1965.6,1317.37
ORD_006433,CUST_10273,2024-01-01,,Cancelled,UPI,BAU Regular,4000.0,1016.0,2984.0,1988.0
ORD_006434,CUST_05598,2025-07-25,2025-07-28,Delivered,Credit Card,BAU Regular,2290.0,595.4,1694.6,1183.55
ORD_006435,CUST_07316,2025-07-06,,Cancelled,Credit Card,BAU Regular,1570.0,266.9,1303.1,753.97
ORD_006436,CUST_09834,2024-01-08,2024-01-11,Returned,COD,BAU Regular,4150.0,1452.5,2697.5,1812.07
ORD_006437,CUST_03726,2024-10-14,2024-10-20,Delivered,Debit Card,EORS / BFF Event,1170.0,468.0,702.0,639.91
ORD_006438,CUST_00171,2025-04-01,2025-04-05,Delivered,COD,BAU Regular,3240.0,1028.9,2211.1,1677.39
ORD_006439,CUST_03726,2024-12-07,2024-12-09,Returned,Credit Card,EORS / BFF Event,2250.0,1125.0,1125.0,1188.69
ORD_006440,CUST_11631,2025-08-04,2025-08-09,Delivered,Credit Card,BAU Regular,4850.0,1328.5,3521.5,2428.24
ORD_006441,CUST_05762,2024-11-18,2024-11-20,Delivered,UPI,BAU Regular,750.0,187.5,562.5,329.66
ORD_006442,CUST_06746,2024-05-13,,Cancelled,Credit Card,BAU Regular,940.0,310.2,629.8,482.89
ORD_006443,CUST_09342,2025-12-20,2025-12-22,Delivered,COD,EORS / BFF Event,1810.0,1013.6,796.4,989.92
ORD_006444,CUST_01334,2024-07-07,2024-07-12,Delivered,Credit Card,BAU Regular,5320.0,1349.5,3970.5,2526.49
ORD_006445,CUST_08948,2025-06-23,2025-06-29,Delivered,UPI,EORS / BFF Event,1140.0,558.6,581.4,577.86
ORD_006446,CUST_03493,2024-05-03,2024-05-07,Delivered,Credit Card,BAU Regular,3100.0,558.0,2542.0,1481.52
ORD_006447,CUST_04581,2024-09-19,2024-09-24,Delivered,UPI,BAU Regular,4050.0,1038.2,3011.8,1994.97
ORD_006448,CUST_03204,2024-12-02,2024-12-05,Returned,COD,EORS / BFF Event,2040.0,938.4,1101.6,864.09
ORD_006449,CUST_01716,2024-06-10,2024-06-16,Delivered,COD,EORS / BFF Event,2390.0,1003.8,1386.2,1084.85
ORD_006450,CUST_04257,2024-12-06,,Cancelled,COD,EORS / BFF Event,7580.0,3107.7,4472.3,3511.18
ORD_006451,CUST_01089,2024-05-16,2024-05-21,Delivered,COD,BAU Regular,1060.0,296.8,763.2,543.66
ORD_006452,CUST_10323,2025-02-16,2025-02-19,Delivered,UPI,BAU Regular,3320.0,707.5,2612.5,1699.12
ORD_006453,CUST_03574,2025-05-23,2025-05-27,Delivered,UPI,BAU Regular,1630.0,326.0,1304.0,849.55
ORD_006454,CUST_07785,2024-02-20,,RTO,Credit Card,BAU Regular,4700.0,1692.0,3008.0,2080.28
ORD_006455,CUST_03476,2025-10-15,2025-10-19,Returned,Credit Card,EORS / BFF Event,1080.0,583.2,496.8,529.51
ORD_006456,CUST_02441,2024-06-06,2024-06-11,Delivered,UPI,EORS / BFF Event,2080.0,728.0,1352.0,975.31
ORD_006457,CUST_08621,2024-06-26,2024-07-01,Delivered,COD,EORS / BFF Event,3010.0,1476.7,1533.3,1486.44
ORD_006458,CUST_07456,2025-05-20,2025-05-26,Delivered,COD,BAU Regular,8990.0,1654.6,7335.4,4394.36
ORD_006459,CUST_02519,2024-12-15,2024-12-20,Delivered,UPI,EORS / BFF Event,1160.0,649.6,510.4,512.1
ORD_006460,CUST_07272,2024-12-31,2025-01-06,Delivered,UPI,EORS / BFF Event,3910.0,1671.4,2238.6,1870.7
ORD_006461,CUST_00070,2024-04-20,2024-04-25,Delivered,COD,BAU Regular,330.0,62.7,267.3,176.41
ORD_006462,CUST_01955,2025-08-30,2025-09-02,Delivered,UPI,BAU Regular,2370.0,687.3,1682.7,1106.82
ORD_006463,CUST_08861,2025-04-10,,Cancelled,Debit Card,BAU Regular,720.0,108.0,612.0,380.6
ORD_006464,CUST_04851,2024-04-26,2024-04-29,Delivered,UPI,BAU Regular,840.0,226.8,613.2,444.74
ORD_006465,CUST_02326,2024-10-16,2024-10-22,Delivered,UPI,EORS / BFF Event,5990.0,2496.4,3493.6,2779.79
ORD_006466,CUST_05962,2025-09-03,2025-09-09,Delivered,UPI,BAU Regular,2340.0,468.4,1871.6,1231.05
ORD_006467,CUST_05562,2025-02-25,2025-03-03,Delivered,Credit Card,BAU Regular,5250.0,1680.0,3570.0,2658.57
ORD_006468,CUST_07544,2024-04-02,2024-04-07,Delivered,COD,BAU Regular,1790.0,626.5,1163.5,761.26
ORD_006469,CUST_00835,2024-10-16,2024-10-21,Delivered,UPI,EORS / BFF Event,2330.0,862.1,1467.9,1110.87
ORD_006470,CUST_10013,2024-07-08,2024-07-12,Delivered,UPI,BAU Regular,1850.0,647.5,1202.5,843.02
ORD_006471,CUST_00615,2025-01-13,2025-01-19,Delivered,COD,BAU Regular,1170.0,444.6,725.4,639.91
ORD_006472,CUST_05395,2025-10-02,,RTO,COD,EORS / BFF Event,4360.0,1700.4,2659.6,2190.12
ORD_006473,CUST_08612,2024-11-28,2024-12-02,Delivered,UPI,BAU Regular,3620.0,1038.8,2581.2,1794.33
ORD_006474,CUST_04036,2024-11-25,2024-11-28,Delivered,UPI,BAU Regular,3100.0,961.0,2139.0,1481.52
ORD_006475,CUST_11081,2025-10-31,2025-11-06,Delivered,Credit Card,EORS / BFF Event,810.0,469.8,340.2,342.35
ORD_006476,CUST_09245,2025-03-04,,RTO,COD,BAU Regular,450.0,58.5,391.5,222.39
ORD_006477,CUST_05110,2025-02-23,2025-02-28,Delivered,COD,BAU Regular,3080.0,800.8,2279.2,1520.13
ORD_006478,CUST_02073,2024-07-22,2024-07-25,Delivered,UPI,BAU Regular,2460.0,811.8,1648.2,1167.97
ORD_006479,CUST_00532,2025-04-02,,RTO,COD,BAU Regular,4700.0,1222.0,3478.0,2080.28
ORD_006480,CUST_09842,2025-03-04,2025-03-09,Delivered,Credit Card,BAU Regular,630.0,189.0,441.0,336.48
ORD_006481,CUST_02206,2024-10-27,2024-11-02,Delivered,UPI,EORS / BFF Event,930.0,437.1,492.9,442.31
ORD_006482,CUST_03206,2025-12-27,,RTO,COD,EORS / BFF Event,800.0,296.0,504.0,422.36
ORD_006483,CUST_00155,2025-10-20,2025-10-26,Delivered,Credit Card,EORS / BFF Event,580.0,336.4,243.6,263.61
ORD_006484,CUST_00262,2025-07-13,2025-07-17,Delivered,Credit Card,BAU Regular,3220.0,592.2,2627.8,1681.7
ORD_006485,CUST_02695,2025-01-28,2025-01-31,Returned,UPI,BAU Regular,1580.0,276.0,1304.0,777.42
ORD_006486,CUST_10663,2024-12-12,2024-12-16,Delivered,Credit Card,EORS / BFF Event,4750.0,1810.4,2939.6,2381.63
ORD_006487,CUST_09561,2024-06-06,2024-06-12,Delivered,Debit Card,EORS / BFF Event,2890.0,1676.2,1213.8,1484.16
ORD_006488,CUST_09392,2024-08-29,2024-09-03,Delivered,Credit Card,BAU Regular,3290.0,1101.1,2188.9,1699.73
ORD_006489,CUST_10103,2025-08-01,2025-08-04,Delivered,UPI,BAU Regular,7910.0,1425.2,6484.8,3798.75
ORD_006490,CUST_02104,2024-12-08,2024-12-12,Delivered,UPI,EORS / BFF Event,3080.0,1416.8,1663.2,1520.13
ORD_006491,CUST_11805,2025-10-20,2025-10-25,Delivered,UPI,EORS / BFF Event,2520.0,1310.4,1209.6,1317.37
ORD_006492,CUST_02718,2024-05-08,2024-05-10,Returned,COD,BAU Regular,2530.0,531.3,1998.7,1330.78
ORD_006493,CUST_01670,2025-01-06,2025-01-08,Delivered,COD,BAU Regular,2550.0,695.4,1854.6,1230.49
ORD_006494,CUST_03445,2025-05-07,2025-05-12,Delivered,UPI,BAU Regular,2880.0,777.6,2102.4,1304.06
ORD_006495,CUST_06229,2025-01-13,2025-01-16,Delivered,COD,BAU Regular,2530.0,759.0,1771.0,1330.78
ORD_006496,CUST_01426,2025-10-24,2025-10-29,Delivered,UPI,EORS / BFF Event,6900.0,2978.0,3922.0,3558.83
ORD_006497,CUST_09029,2025-12-26,2025-12-29,Delivered,COD,EORS / BFF Event,940.0,338.4,601.6,454.28
ORD_006498,CUST_04405,2024-04-09,2024-04-13,Delivered,Debit Card,BAU Regular,3210.0,1035.0,2175.0,1554.5
ORD_006499,CUST_06733,2024-04-21,,Cancelled,UPI,BAU Regular,6300.0,1095.2,5204.8,2878.87
ORD_006500,CUST_08952,2024-04-22,2024-04-28,Delivered,UPI,BAU Regular,4370.0,1529.5,2840.5,2300.48
ORD_006501,CUST_10995,2025-06-04,2025-06-08,Delivered,Debit Card,EORS / BFF Event,1860.0,762.6,1097.4,1014.04
ORD_006502,CUST_10013,2024-10-15,2024-10-20,Delivered,Credit Card,EORS / BFF Event,4270.0,1870.9,2399.1,1982.3
ORD_006503,CUST_06342,2025-07-01,2025-07-04,Delivered,UPI,BAU Regular,1770.0,424.8,1345.2,757.68
ORD_006504,CUST_11918,2024-10-31,2024-11-03,Delivered,UPI,EORS / BFF Event,1950.0,758.4,1191.6,909.77
ORD_006505,CUST_06228,2025-04-20,2025-04-24,Delivered,Debit Card,BAU Regular,2020.0,626.2,1393.8,1019.5
ORD_006506,CUST_06304,2025-07-29,2025-07-31,Delivered,COD,BAU Regular,8020.0,1724.0,6296.0,3958.06
ORD_006507,CUST_01755,2025-02-07,2025-02-13,Delivered,COD,BAU Regular,8180.0,2381.0,5799.0,3994.94
ORD_006508,CUST_01665,2025-01-30,2025-02-02,Delivered,UPI,BAU Regular,1110.0,377.4,732.6,474.27
ORD_006509,CUST_01890,2024-03-15,2024-03-19,Delivered,COD,BAU Regular,2390.0,586.0,1804.0,1086.05
ORD_006510,CUST_06960,2024-11-05,2024-11-11,Delivered,COD,BAU Regular,790.0,142.2,647.8,424.73
ORD_006511,CUST_04933,2025-02-04,2025-02-08,Returned,UPI,BAU Regular,1180.0,247.8,932.2,634.75
ORD_006512,CUST_04560,2024-12-12,2024-12-17,Delivered,UPI,EORS / BFF Event,930.0,344.1,585.9,442.31
ORD_006513,CUST_01465,2025-10-29,2025-11-02,Returned,COD,EORS / BFF Event,4910.0,2356.8,2553.2,2168.75
ORD_006514,CUST_04492,2025-11-01,2025-11-07,Delivered,COD,BAU Regular,6520.0,1918.4,4601.6,3290.67
ORD_006515,CUST_04463,2025-09-13,2025-09-16,Delivered,Debit Card,BAU Regular,2290.0,297.7,1992.3,1183.55
ORD_006516,CUST_07388,2024-10-17,2024-10-21,Delivered,Credit Card,EORS / BFF Event,530.0,233.2,296.8,289.8
ORD_006517,CUST_04585,2025-06-23,2025-06-28,Delivered,UPI,EORS / BFF Event,2450.0,1053.5,1396.5,1254.99
ORD_006518,CUST_04981,2024-10-26,,RTO,COD,EORS / BFF Event,2040.0,897.6,1142.4,864.09
ORD_006519,CUST_03277,2024-06-30,2024-07-04,Delivered,Credit Card,EORS / BFF Event,2370.0,876.9,1493.1,1106.82
ORD_006520,CUST_01465,2024-10-01,,RTO,COD,EORS / BFF Event,930.0,511.5,418.5,442.31
ORD_006521,CUST_03503,2024-02-28,,RTO,COD,BAU Regular,2160.0,410.4,1749.6,1165.04
ORD_006522,CUST_00532,2024-09-22,2024-09-25,Delivered,UPI,BAU Regular,4400.0,660.0,3740.0,2379.56
ORD_006523,CUST_02326,2024-12-11,2024-12-13,Returned,UPI,EORS / BFF Event,3110.0,1284.9,1825.1,1362.57
ORD_006524,CUST_03751,2025-12-09,2025-12-14,Delivered,COD,EORS / BFF Event,2550.0,918.0,1632.0,1218.49
ORD_006525,CUST_01635,2024-09-05,2024-09-08,Delivered,Credit Card,BAU Regular,6590.0,1969.2,4620.8,3308.99
ORD_006526,CUST_07971,2025-10-30,,RTO,Debit Card,EORS / BFF Event,2170.0,947.3,1222.7,1110.32
ORD_006527,CUST_03395,2024-06-28,,RTO,COD,EORS / BFF Event,330.0,135.3,194.7,176.41
ORD_006528,CUST_07316,2024-06-09,2024-06-12,Delivered,COD,EORS / BFF Event,1560.0,655.2,904.8,839.85
ORD_006529,CUST_07654,2025-01-14,,RTO,COD,BAU Regular,1810.0,452.5,1357.5,814.33
ORD_006530,CUST_05336,2025-05-31,2025-06-03,Delivered,Debit Card,BAU Regular,1600.0,192.0,1408.0,769.38
ORD_006531,CUST_05352,2024-02-04,2024-02-08,Delivered,COD,BAU Regular,2530.0,404.8,2125.2,1330.78
ORD_006532,CUST_06807,2024-06-24,2024-06-27,Delivered,UPI,EORS / BFF Event,790.0,371.3,418.7,422.4
ORD_006533,CUST_03082,2024-12-09,2024-12-15,Delivered,COD,EORS / BFF Event,1040.0,364.0,676.0,510.36
ORD_006534,CUST_00314,2024-09-21,2024-09-26,Delivered,COD,BAU Regular,1400.0,500.6,899.4,733.93
ORD_006535,CUST_07675,2025-06-20,2025-06-22,Returned,UPI,EORS / BFF Event,2160.0,799.2,1360.8,1165.04
ORD_006536,CUST_07221,2025-01-09,2025-01-11,Returned,COD,BAU Regular,1890.0,359.1,1530.9,983.94
ORD_006537,CUST_05703,2024-05-19,2024-05-24,Delivered,Credit Card,BAU Regular,1600.0,480.0,1120.0,769.38
ORD_006538,CUST_10704,2025-10-26,2025-11-01,Delivered,UPI,EORS / BFF Event,1400.0,644.0,756.0,755.12
ORD_006539,CUST_05996,2024-08-17,2024-08-21,Delivered,Credit Card,BAU Regular,2410.0,482.0,1928.0,1182.23
ORD_006540,CUST_03529,2025-06-30,2025-07-02,Delivered,COD,EORS / BFF Event,2590.0,1398.6,1191.4,1265.43
ORD_006541,CUST_08621,2025-08-06,2025-08-11,Delivered,UPI,BAU Regular,5180.0,1502.2,3677.8,2567.53
ORD_006542,CUST_11658,2025-12-13,2025-12-18,Delivered,Credit Card,EORS / BFF Event,1400.0,616.0,784.0,755.12
ORD_006543,CUST_09001,2024-12-30,,Cancelled,UPI,EORS / BFF Event,1090.0,490.5,599.5,516.21
ORD_006544,CUST_11081,2025-04-09,2025-04-12,Delivered,UPI,BAU Regular,9230.0,2691.6,6538.4,4220.86
ORD_006545,CUST_01302,2024-09-25,2024-09-27,Delivered,UPI,BAU Regular,5620.0,1471.6,4148.4,2727.58
ORD_006546,CUST_01383,2025-06-03,,Cancelled,COD,EORS / BFF Event,1270.0,584.2,685.8,615.37
ORD_006547,CUST_01719,2024-12-13,2024-12-15,Delivered,UPI,EORS / BFF Event,3770.0,1659.0,2111.0,1855.58
ORD_006548,CUST_08497,2024-11-29,2024-12-03,Delivered,COD,BAU Regular,2100.0,294.0,1806.0,1125.32
ORD_006549,CUST_04606,2025-10-07,2025-10-10,Delivered,COD,EORS / BFF Event,2840.0,1293.0,1547.0,1331.71
ORD_006550,CUST_05714,2024-02-09,2024-02-14,Delivered,Credit Card,BAU Regular,1820.0,364.0,1456.0,819.32
ORD_006551,CUST_03077,2025-10-20,2025-10-22,Delivered,COD,EORS / BFF Event,2330.0,1374.7,955.3,1110.87
ORD_006552,CUST_08998,2025-10-06,2025-10-12,Delivered,UPI,EORS / BFF Event,1850.0,943.5,906.5,843.02
ORD_006553,CUST_10336,2025-01-05,2025-01-10,Returned,UPI,BAU Regular,2530.0,607.2,1922.8,1330.78
ORD_006554,CUST_01774,2024-12-26,2024-12-29,Delivered,UPI,EORS / BFF Event,4420.0,1722.8,2697.2,2361.32
ORD_006555,CUST_02187,2024-10-10,2024-10-13,Delivered,Credit Card,EORS / BFF Event,2890.0,1531.7,1358.3,1484.16
ORD_006556,CUST_03957,2025-12-29,2026-01-02,Delivered,UPI,EORS / BFF Event,2740.0,1482.2,1257.8,1189.66
ORD_006557,CUST_03386,2024-04-04,2024-04-09,Delivered,UPI,BAU Regular,2270.0,509.6,1760.4,1209.01
ORD_006558,CUST_06244,2025-03-17,2025-03-22,Delivered,Credit Card,BAU Regular,1810.0,579.2,1230.8,888.77
ORD_006559,CUST_09205,2025-06-05,2025-06-09,Returned,Credit Card,EORS / BFF Event,3280.0,1377.6,1902.4,1704.97
ORD_006560,CUST_09769,2025-11-27,2025-11-29,Delivered,UPI,BAU Regular,10050.0,1580.4,8469.6,4640.98
ORD_006561,CUST_02416,2025-08-06,2025-08-09,Delivered,COD,BAU Regular,4360.0,654.0,3706.0,2190.12
ORD_006562,CUST_01955,2025-05-05,2025-05-07,Returned,UPI,BAU Regular,1700.0,272.0,1428.0,720.35
ORD_006563,CUST_04272,2024-04-10,2024-04-13,Returned,Credit Card,BAU Regular,3790.0,1099.1,2690.9,1915.53
ORD_006564,CUST_01656,2024-10-16,2024-10-20,Delivered,COD,EORS / BFF Event,2600.0,1083.3,1516.7,1322.92
ORD_006565,CUST_01066,2024-04-30,2024-05-06,Delivered,UPI,BAU Regular,4310.0,1091.0,3219.0,2125.62
ORD_006566,CUST_02806,2025-10-20,2025-10-22,Delivered,COD,EORS / BFF Event,1770.0,938.1,831.9,757.68
ORD_006567,CUST_04670,2025-07-13,2025-07-16,Delivered,Credit Card,BAU Regular,3790.0,1402.3,2387.7,1915.53
ORD_006568,CUST_06892,2025-07-19,,RTO,COD,BAU Regular,3810.0,800.1,3009.9,1772.0
ORD_006569,CUST_08804,2025-05-12,2025-05-15,Delivered,UPI,BAU Regular,2270.0,529.2,1740.8,969.27
ORD_006570,CUST_02556,2025-01-05,,RTO,COD,BAU Regular,3200.0,480.0,2720.0,1358.82
ORD_006571,CUST_10005,2024-05-10,2024-05-15,Delivered,UPI,BAU Regular,5230.0,1337.3,3892.7,2430.03
ORD_006572,CUST_00476,2024-09-20,2024-09-25,Delivered,COD,BAU Regular,1110.0,177.6,932.4,529.18
ORD_006573,CUST_05324,2024-04-28,2024-04-30,Returned,COD,BAU Regular,5210.0,1458.8,3751.2,2582.76
ORD_006574,CUST_07522,2025-06-26,2025-06-30,Delivered,Credit Card,EORS / BFF Event,2810.0,1348.8,1461.2,1375.3
ORD_006575,CUST_03432,2024-05-19,2024-05-21,Returned,COD,BAU Regular,4420.0,1016.6,3403.4,2156.37
ORD_006576,CUST_08249,2025-06-15,,RTO,COD,EORS / BFF Event,5080.0,2540.0,2540.0,2704.6
ORD_006577,CUST_10600,2025-06-10,2025-06-16,Delivered,UPI,EORS / BFF Event,4370.0,2403.5,1966.5,2300.48
ORD_006578,CUST_01055,2024-12-11,2024-12-17,Delivered,UPI,EORS / BFF Event,1990.0,799.1,1190.9,931.39
ORD_006579,CUST_06055,2024-04-26,2024-04-29,Returned,UPI,BAU Regular,8020.0,1161.5,6858.5,3821.83
ORD_006580,CUST_00267,2024-09-06,,RTO,COD,BAU Regular,3800.0,1305.2,2494.8,1906.54
ORD_006581,CUST_03370,2024-09-11,,Cancelled,Debit Card,BAU Regular,2150.0,629.1,1520.9,1027.61
ORD_006582,CUST_01520,2025-06-14,2025-06-20,Delivered,Credit Card,EORS / BFF Event,1890.0,1020.6,869.4,983.94
ORD_006583,CUST_07456,2024-04-07,2024-04-13,Returned,UPI,BAU Regular,2960.0,864.2,2095.8,1471.42
ORD_006584,CUST_02890,2025-09-20,2025-09-25,Delivered,COD,BAU Regular,820.0,221.4,598.6,431.29
ORD_006585,CUST_03396,2025-07-22,2025-07-24,Delivered,UPI,BAU Regular,2760.0,800.4,1959.6,1317.73
ORD_006586,CUST_02372,2024-06-07,2024-06-13,Delivered,UPI,EORS / BFF Event,1690.0,659.1,1030.9,797.32
ORD_006587,CUST_02829,2025-06-24,2025-06-29,Delivered,COD,EORS / BFF Event,840.0,361.2,478.8,447.68
ORD_006588,CUST_02590,2025-05-27,,Cancelled,COD,BAU Regular,5150.0,1275.5,3874.5,2628.93
ORD_006589,CUST_08461,2025-07-12,2025-07-17,Delivered,Credit Card,BAU Regular,8330.0,2830.8,5499.2,4004.1
ORD_006590,CUST_11614,2024-06-08,2024-06-12,Delivered,COD,EORS / BFF Event,840.0,504.0,336.0,426.4
ORD_006591,CUST_05793,2024-05-17,,RTO,UPI,BAU Regular,720.0,115.2,604.8,385.15
ORD_006592,CUST_07103,2024-07-03,,Cancelled,UPI,BAU Regular,3790.0,985.4,2804.6,1915.53
ORD_006593,CUST_09997,2024-10-12,2024-10-16,Returned,UPI,EORS / BFF Event,4540.0,2507.2,2032.8,2336.87
ORD_006594,CUST_05699,2025-08-19,2025-08-21,Delivered,Credit Card,BAU Regular,3700.0,1277.7,2422.3,1798.27
ORD_006595,CUST_03513,2025-07-04,2025-07-09,Delivered,UPI,BAU Regular,6050.0,1565.3,4484.7,2914.99
ORD_006596,CUST_11536,2025-11-19,,RTO,COD,BAU Regular,3500.0,1076.7,2423.3,1733.03
ORD_006597,CUST_11053,2024-02-17,2024-02-20,Delivered,UPI,BAU Regular,2880.0,806.4,2073.6,1304.06
ORD_006598,CUST_02530,2024-01-09,2024-01-14,Delivered,UPI,BAU Regular,1630.0,195.6,1434.4,849.55
ORD_006599,CUST_08497,2025-06-13,2025-06-16,Delivered,COD,EORS / BFF Event,5570.0,2116.6,3453.4,2765.49
ORD_006600,CUST_07701,2024-08-05,2024-08-10,Delivered,Credit Card,BAU Regular,3870.0,1238.4,2631.6,1833.96
ORD_006601,CUST_07718,2024-09-24,2024-09-27,Delivered,UPI,BAU Regular,940.0,188.0,752.0,454.28
ORD_006602,CUST_10157,2025-02-05,2025-02-10,Returned,COD,BAU Regular,2550.0,612.0,1938.0,1218.49
ORD_006603,CUST_08102,2024-03-27,2024-04-01,Delivered,Credit Card,BAU Regular,1450.0,536.5,913.5,692.53
ORD_006604,CUST_06124,2025-05-04,,RTO,UPI,BAU Regular,1680.0,588.0,1092.0,729.83
ORD_006605,CUST_10348,2024-09-16,2024-09-21,Delivered,UPI,BAU Regular,2890.0,433.5,2456.5,1484.16
ORD_006606,CUST_03126,2025-04-24,2025-04-29,Delivered,Credit Card,BAU Regular,1450.0,333.5,1116.5,692.53
ORD_006607,CUST_08172,2025-09-24,,RTO,COD,BAU Regular,3660.0,1057.0,2603.0,1857.79
